Name,State,Enrollment
Northeastern Oklahoma A&M College,OK,1522.0
Northwestern Oklahoma State University,OK,1408.0
Oklahoma State University Center for Health Sciences,OK,
Oklahoma Christian University,OK,1736.0
University of Oklahoma-Health Sciences Center,OK,853.0
Oklahoma Panhandle State University,OK,1181.0
Oklahoma State University-Main Campus,OK,19841.0
Oklahoma State University-Oklahoma City,OK,3711.0
Oklahoma Baptist University,OK,1407.0
Oklahoma City Community College,OK,9759.0
Oklahoma City University,OK,1425.0
University of Oklahoma-Norman Campus,OK,20800.0
Oklahoma State University Institute of Technology,OK,1987.0
Oral Roberts University,OK,3186.0
Rogers State University,OK,2591.0
Rose State College,OK,4694.0
Jenks Beauty College,OK,158.0
University of Science and Arts of Oklahoma,OK,841.0
Seminole State College,OK,1143.0
Southern School of Beauty Inc,OK,24.0
Southeastern Oklahoma State University,OK,2832.0
Southwestern Christian University,OK,456.0
Southwestern Oklahoma State University,OK,3541.0
Tulsa Community College,OK,11810.0
Tulsa Welding School-Tulsa,OK,706.0
University of Tulsa,OK,2698.0
Western Oklahoma State College,OK,937.0
Formations Institute of Cosmetology & Barbering,OK,55.0
High Plains Technology Center,OK,71.0
Blue Mountain Community College,OR,921.0
Central Oregon Community College,OR,3459.0
Chemeketa Community College,OR,6524.0
Clackamas Community College,OR,4567.0
Clatsop Community College,OR,503.0
College of Hair Design Careers,OR,79.0
Concorde Career College-Portland,OR,464.0
Sumner College,OR,401.0
East West College of the Healing Arts,OR,198.0
Eastern Oregon University,OR,2397.0
New Hope Christian College-Eugene,OR,40.0
George Fox University,OR,2545.0
Phagans Grants Pass College of Beauty,OR,38.0
Lane Community College,OR,5932.0
Lewis & Clark College,OR,2096.0
Linfield University,OR,1273.0
Linn-Benton Community College,OR,4162.0
Northwest College-Beaverton,OR,98.0
Phagans Medford Beauty School,OR,27.0
Northwest College-Clackamas,OR,35.0
Mount Angel Seminary,OR,29.0
Mt Hood Community College,OR,3380.0
Multnomah University,OR,334.0
National University of Natural Medicine,OR,32.0
Bushnell University,OR,470.0
Oregon Health & Science University,OR,783.0
Oregon Institute of Technology,OR,3257.0
Oregon State University,OR,27038.0
University of Oregon,OR,18489.0
Pacific Northwest College of Art,OR,384.0
Pacific University,OR,1638.0
Phagans Beauty College,OR,58.0
Phagans Central Oregon Beauty College,OR,92.0
Phagans School of Beauty,OR,42.0
Phagans School of Hair Design,OR,210.0
Summit Salon Academy-Portland,OR,63.0
Portland Community College,OR,19601.0
Portland State University,OR,15674.0
University of Portland,OR,3565.0
Reed College,OR,1521.0
Rogue Community College,OR,3020.0
Southern Oregon University,OR,3208.0
Southwestern Oregon Community College,OR,1193.0
Treasure Valley Community College,OR,1133.0
Umpqua Community College,OR,1917.0
Warner Pacific University,OR,406.0
Corban University,OR,861.0
College of Cosmetology,OR,46.0
Western Seminary,OR,
Willamette University,OR,1186.0
Western Oregon University,OR,3524.0
University of Western States,OR,0.0
Bryn Athyn College of the New Church,PA,243.0
Academy of Vocal Arts,PA,
Albright College,PA,1366.0
All-State Career School,PA,733.0
Community College of Allegheny County,PA,10617.0
Allegheny College,PA,1538.0
The  Beauty Institute,PA,39.0
DeSales University,PA,2265.0
Altoona Beauty School Inc,PA,92.0
Alvernia University,PA,2025.0
The Beauty Institute-Ambler,PA,137.0
American College of Financial Services,PA,6283.0
Automotive Training Center-Exton,PA,378.0
Clarks Summit University,PA,395.0
Community College of Beaver County,PA,1233.0
Arcadia University,PA,1703.0
Missio Theological Seminary,PA,25.0
Bloomsburg University of Pennsylvania,PA,6719.0
Bryn Mawr College,PA,1422.0
Bucknell University,PA,3714.0
Bucks County Community College,PA,5513.0
Bucks County School of Beauty Culture Inc,PA,113.0
Butler Beauty Academy,PA,26.0
Butler County Community College,PA,1998.0
Cabrini University,PA,1292.0
California University of Pennsylvania,PA,4314.0
Carlow University,PA,1244.0
Carnegie Mellon University,PA,6880.0
Cedar Crest College,PA,1041.0
Central Penn College,PA,858.0
Chatham University,PA,1192.0
Chestnut Hill College,PA,1011.0
Cheyney University of Pennsylvania,PA,629.0
Citizens School of Nursing,PA,105.0
Clarion University of Pennsylvania,PA,3071.0
DLP Conemaugh Memorial Medical Center,PA,150.0
Curtis Institute of Music,PA,109.0
Delaware County Community College,PA,8706.0
Delaware Valley University,PA,1644.0
Dickinson College,PA,2138.0
Douglas Education Center,PA,206.0
Drexel University,PA,14308.0
Duquesne University,PA,5071.0
East Stroudsburg University of Pennsylvania,PA,4275.0
Eastern University,PA,1665.0
Edinboro University of Pennsylvania,PA,2779.0
Elizabethtown College,PA,1667.0
Empire Beauty School-Lebanon,PA,37.0
Empire Beauty School-York,PA,73.0
Empire Beauty School-Lancaster,PA,60.0
Empire Beauty School-Shamokin Dam,PA,57.0
Empire Beauty School-Pottsville,PA,60.0
Empire Beauty  School-Lehigh Valley,PA,79.0
Empire Beauty School-Gwinnett,GA,80.0
Empire Beauty School-Wyoming Valley,PA,108.0
Empire Beauty School-Harrisburg,PA,122.0
Empire Beauty School-Reading,PA,68.0
Erie Institute of Technology Inc,PA,227.0
Evangelical Theological Seminary,PA,
Franklin and Marshall College,PA,2137.0
Gannon University,PA,2681.0
Geneva College,PA,1072.0
Gettysburg College,PA,2399.0
Empire Beauty School-NE Philadelphia,PA,86.0
Gratz College,PA,84.0
Grove City College,PA,2173.0
Gwynedd Mercy University,PA,1484.0
Harcum College,PA,990.0
Harrisburg Area Community College,PA,11295.0
Haverford College,PA,1420.0
Commonwealth Technical Institute,PA,89.0
Holy Family University,PA,2141.0
Hussian College-Philadelphia,PA,71.0
Immaculata University,PA,1363.0
Indiana University of Pennsylvania-Main Campus,PA,6989.0
UPMC Jameson School of Nursing,PA,271.0
Great Lakes Institute of Technology,PA,343.0
Johnson College,PA,484.0
Juniata College,PA,1193.0
Keystone College,PA,1055.0
King's College,PA,1750.0
Butler Beauty Academy-Kittanning Beauty Academy,PA,18.0
Kutztown University of Pennsylvania,PA,6484.0
La Roche University,PA,932.0
La Salle University,PA,2656.0
Lackawanna College,PA,1728.0
Lafayette College,PA,2719.0
Lancaster Bible College,PA,1350.0
Lancaster Theological Seminary,PA,
Lancaster School of Cosmetology & Therapeutic Bodywork,PA,367.0
Lansdale School of Business,PA,131.0
Lansdale School of Cosmetology Inc,PA,52.0
Lebanon Valley College,PA,1635.0
Lehigh Carbon Community College,PA,4809.0
Miller-Motte College-Berks Technical Institute,PA,334.0
Lehigh University,PA,5446.0
Lincoln Technical Institute-Allentown,PA,560.0
Lincoln Technical Institute-Philadelphia,PA,338.0
Lincoln University,PA,1763.0
Lock Haven University,PA,2361.0
UPMC St. Margaret School of Nursing,PA,114.0
United Lutheran Seminary,PA,
Luzerne County Community College,PA,3492.0
Lycoming College,PA,1081.0
Manor College,PA,537.0
Mansfield University of Pennsylvania,PA,1487.0
Marywood University,PA,1719.0
Vet Tech Institute,PA,280.0
Roxborough Memorial Hospital School of Nursing,PA,141.0
Mercyhurst University,PA,2594.0
Messiah University,PA,2350.0
ASPIRA City College,PA,8.0
Millersville University of Pennsylvania,PA,6093.0
Misericordia University,PA,1763.0
Montgomery County Community College,PA,8040.0
Moore College of Art and Design,PA,357.0
Moravian University,PA,1871.0
Mount Aloysius College,PA,1035.0
Muhlenberg College,PA,2052.0
Neumann University,PA,1682.0
New Castle School of Trades,PA,667.0
Northampton County Area Community College,PA,7173.0
Heritage Valley Kennedy School of Nursing,PA,29.0
Orleans Technical College,PA,215.0
Salus University,PA,
Pennsylvania Institute of Technology,PA,548.0
Peirce College,PA,788.0
Penn Commercial Business/Technical School,PA,266.0
Pennco Tech-Bristol,PA,566.0
Pennsylvania Academy of the Fine Arts,PA,121.0
Pennsylvania Gunsmith School,PA,61.0
Cortiva Institute,PA,106.0
Pennsylvania College of Art and Design,PA,222.0
University of Pennsylvania,PA,10644.0
The University of the Arts,PA,1395.0
Cairn University-Langhorne,PA,807.0
Philadelphia College of Osteopathic Medicine,PA,
University of the Sciences,PA,1311.0
Community College of Philadelphia,PA,10881.0
University of Pittsburgh-Bradford,PA,1154.0
University of Pittsburgh-Greensburg,PA,1317.0
University of Pittsburgh-Johnstown,PA,2116.0
University of Pittsburgh-Pittsburgh Campus,PA,19961.0
University of Pittsburgh-Titusville,PA,32.0
Beaver Falls Beauty Academy,PA,34.0
Pittsburgh Institute of Aeronautics,PA,609.0
Pittsburgh Institute of Mortuary Science Inc,PA,191.0
Pittsburgh Technical College,PA,1169.0
Pittsburgh Theological Seminary,PA,
Point Park University,PA,2567.0
Joseph F McCloskey School of Nursing,PA,65.0
The Salon Professional Academy-Altoona,PA,58.0
Reading Area Community College,PA,3242.0
Reading Hospital School of Health Sciences,PA,288.0
Reconstructionist Rabbinical College,PA,
Walnut Hill College,PA,245.0
Robert Morris University,PA,2986.0
Rosedale Technical College,PA,484.0
Rosemont College,PA,425.0
Saint Francis University,PA,1699.0
Saint Joseph's University,PA,4112.0
Saint Vincent College,PA,1383.0
Saint Vincent Seminary,PA,
Schuylkill Technology Center,PA,58.0
University of Scranton,PA,3433.0
Seton Hill University,PA,1635.0
UPMC Shadyside School of Nursing,PA,327.0
Sharon Regional School of Nursing,PA,23.0
Laurel Technical Institute,PA,143.0
Shippensburg University of Pennsylvania,PA,4676.0
Slippery Rock University of Pennsylvania,PA,6823.0
Saint Charles Borromeo Seminary-Overbrook,PA,38.0
South Hills Beauty Academy,PA,187.0
South Hills School of Business & Technology,PA,274.0
St Lukes Hospital School of Nursing,PA,301.0
The Beauty Institute,PA,31.0
Susquehanna University,PA,2112.0
Swarthmore College,PA,1643.0
Thaddeus Stevens College of Technology,PA,1175.0
Talmudical Yeshiva of Philadelphia,PA,117.0
Temple University,PA,25596.0
Theological Seminary of the Reformed Episcopal Church,PA,
Thiel College,PA,767.0
Thomas Jefferson University,PA,3727.0
Triangle Tech Inc-Pittsburgh,PA,125.0
Triangle Tech Inc-Greensburg,PA,133.0
Triangle Tech Inc-Dubois,PA,98.0
Trinity Episcopal School for Ministry,PA,
Ursinus College,PA,1534.0
University of Valley Forge,PA,473.0
Valley Forge Military College,PA,78.0
Venus Beauty Academy,PA,85.0
Villanova University,PA,7000.0
Washington Health System School of Nursing,PA,33.0
Washington & Jefferson College,PA,1151.0
Waynesburg University,PA,1165.0
Welder Training and Testing Institute,PA,58.0
West Chester University of Pennsylvania,PA,14152.0
Western Pennsylvania Hospital School of Nursing,PA,117.0
Pittsburgh Career Institute,PA,284.0
Westminster College,PA,1073.0
Westminster Theological Seminary,PA,
Westmoreland County Community College,PA,2817.0
Widener University,PA,2729.0
Wilkes University,PA,2134.0
Williamson College of the Trades,PA,243.0
Wilson College,PA,664.0
Yeshivath Beth Moshe,PA,36.0
York College of Pennsylvania,PA,3452.0
YTI Career Institute-York,PA,446.0
Brown University,RI,7125.0
Bryant University,RI,3060.0
Johnson & Wales University-Providence,RI,4591.0
New England Institute of Technology,RI,1739.0
New England Tractor Trailer Training School of Rhode Island,RI,623.0
Providence College,RI,4141.0
Rhode Island College,RI,5128.0
Community College of Rhode Island,RI,11136.0
University of Rhode Island,RI,13850.0
Rhode Island School of Design,RI,2044.0
Roger Williams University,RI,4090.0
Salve Regina University,RI,2140.0
Empire Beauty School-Warwick,RI,134.0
Northpoint Bible College,MA,209.0
Aiken Technical College,SC,1650.0
Allen University,SC,563.0
Anderson University,SC,2900.0
Charleston Southern University,SC,2679.0
Technical College of the Lowcountry,SC,1609.0
Benedict College,SC,1894.0
Bob Jones University,SC,2427.0
Southern Wesleyan University,SC,941.0
Charleston Cosmetology Institute,SC,116.0
College of Charleston,SC,9770.0
Charzanne Beauty College,SC,39.0
Northeastern Technical College,SC,1017.0
Citadel Military College of South Carolina,SC,2682.0
Claflin University,SC,1773.0
Clemson University,SC,21577.0
Clinton College,SC,153.0
Coker University,SC,834.0
Columbia International University,SC,743.0
Columbia College,SC,1045.0
Converse University,SC,821.0
Denmark Technical College,SC,318.0
Erskine College,SC,700.0
Florence-Darlington Technical College,SC,2383.0
Francis Marion University,SC,2867.0
Furman University,SC,2299.0
Greenville Technical College,SC,7884.0
Horry-Georgetown Technical College,SC,5213.0
Kenneth Shuler School of Cosmetology-North Augusta,SC,116.0
Kenneth Shuler School of Cosmetology and Nails-Columbia,SC,100.0
Lander University,SC,3392.0
Limestone University,SC,1679.0
Medical University of South Carolina,SC,334.0
Midlands Technical College,SC,7641.0
Morris College,SC,410.0
Newberry College,SC,1226.0
North Greenville University,SC,1609.0
Orangeburg Calhoun Technical College,SC,1511.0
Piedmont Technical College,SC,3587.0
Presbyterian College,SC,931.0
University of South Carolina Aiken,SC,2813.0
University of South Carolina Beaufort,SC,1847.0
University of South Carolina-Columbia,SC,26430.0
University of South Carolina-Lancaster,SC,728.0
University of South Carolina-Salkehatchie,SC,405.0
University of South Carolina-Sumter,SC,573.0
University of South Carolina-Union,SC,264.0
Coastal Carolina University,SC,9384.0
South Carolina State University,SC,2063.0
University of South Carolina-Upstate,SC,4496.0
Sherman College of Chiropractic,SC,
Spartanburg Methodist College,SC,1039.0
Spartanburg Community College,SC,4974.0
Central Carolina Technical College,SC,2060.0
Tri-County Technical College,SC,4916.0
Trident Technical College,SC,8755.0
Voorhees University,SC,402.0
Williamsburg Technical College,SC,390.0
Winthrop University,SC,3765.0
Wofford College,SC,1759.0
York Technical College,SC,3215.0
Augustana University,SD,1658.0
The Salon Professional Academy,SD,53.0
Black Hills State University,SD,2042.0
Dakota State University,SD,1910.0
Dakota Wesleyan University,SD,654.0
Paul Mitchell the School-Rapid City,SD,88.0
Lake Area Technical College,SD,1803.0
Avera McKennan Hospital School of Radiologic Technology,SD,24.0
Mitchell Technical College,SD,986.0
Mount Marty University,SD,666.0
National American University-Rapid City,SD,937.0
Kairos University,SD,36.0
Northern State University,SD,1344.0
Oglala Lakota College,SD,1353.0
Presentation College,SD,547.0
Avera Sacred Heart Hospital,SD,17.0
South Dakota School of Mines and Technology,SD,1976.0
South Dakota State University,SD,8651.0
Sinte Gleska University,SD,688.0
University of Sioux Falls,SD,1306.0
Sanford Medical Center,SD,28.0
Sisseton Wahpeton College,SD,131.0
Southeast Technical College,SD,2075.0
Stewart School,SD,131.0
University of South Dakota,SD,5328.0
Western Dakota Technical College,SD,826.0
American Baptist College,TN,57.0
Arnolds Beauty School,TN,79.0
Tennessee College of Applied Technology-Athens,TN,221.0
Austin Peay State University,TN,7490.0
Baptist Health Sciences University,TN,888.0
Belmont University,TN,7050.0
Bethel University,TN,2372.0
Bryan College-Dayton,TN,869.0
Carson-Newman University,TN,1601.0
Chattanooga State Community College,TN,5058.0
Christian Brothers University,TN,1261.0
Pentecostal Theological Seminary,TN,0.0
Austin's Beauty College Inc,TN,120.0
Cleveland State Community College,TN,2131.0
Columbia State Community College,TN,4265.0
Concorde Career College-Memphis,TN,1370.0
Tennessee College of Applied Technology-Covington,TN,252.0
Cumberland University,TN,1870.0
Lipscomb University,TN,2945.0
Tennessee College of Applied Technology-Dickson,TN,622.0
Hussian College-Daymar College Nashville,TN,48.0
Dyersburg State Community College,TN,1981.0
East Tennessee State University,TN,9768.0
Chattanooga College Medical Dental and Technical Careers,TN,216.0
Tennessee College of Applied Technology-Elizabethton,TN,455.0
The Hair Academy LLC,TN,50.0
Fisk University,TN,914.0
Welch College,TN,261.0
Freed-Hardeman University,TN,1422.0
Tennessee College of Applied Technology-Harriman,TN,274.0
Tennessee College of Applied Technology-Hartsville,TN,279.0
